id,last_scraped,description,neighborhood_overview,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,calendar_updated,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
1.02E+18,28/09/2025,"Your family will be close to everything when you stay at this centrally-located place. It’s only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station which will take you downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38062372,-71.11778174,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Hangers"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products""]",$72.00,29,365,,t,8,4.75,4.88,4.63,4.88,5,5,4.75,,f,97,26,71,0.99
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Havard Law School, you can walk to subway Red Line Havard University train station, which will take you to downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38217,-71.11953,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Washer""]",$78.00,29,365,,t,4,5,5,5,5,5,5,4.75,,f,97,26,71,0.21
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Havard Law School, you can walk to subway Red Line Havard University train station, which will take you to downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Neighborhood Nine,42.38250909,-71.11971275,Private room in rental unit,Private room,3,1,1 shared bath,1,2,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Body soap"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel""]",$77.00,29,365,,t,26,4.77,4.73,4.69,4.88,4.92,5,4.81,,f,97,26,71,1.32
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station, which can take you to downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38025143,-71.11824899,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Hangers"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Heating""]",$77.00,29,365,,t,8,4.63,4.75,4.75,4.75,4.88,5,4.75,,f,97,26,71,0.38
1.02E+18,28/09/2025,"Your will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station which will take you downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38227185,-71.11950202,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel""]",,29,365,,t,1,5,5,5,5,5,5,5,,f,97,26,71,0.54
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally located place. It's only one block away from Harvard Law School, you can walk to the subway Red Line Harvard University train station, which will take you downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38106,-71.11751,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Hangers"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Body soap"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel"", ""Heating""]",$78.00,29,365,,t,2,4.5,4,4,5,5,5,4,,f,97,26,71,0.13
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station, which will take you downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38094301,-71.11956267,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel""]",$78.00,29,365,,t,26,5,4.96,4.96,4.88,5,5,4.96,,f,97,26,71,1.24
1.02E+18,28/09/2025,"Your will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station, which will take you to downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38030838,-71.1187753,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel""]",$76.00,29,365,,t,15,4.93,4.8,4.73,4.93,5,4.93,4.8,,f,97,26,71,0.97
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station which will take you to downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.3825473,-71.11919262,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Hangers"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Body soap"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Room-darkening shades"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel""]",$72.00,29,365,,t,26,4.85,4.77,4.88,4.85,4.88,4.96,4.65,,f,97,26,71,1.39
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Havard University train station, which will take you to downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.3810756,-71.11743726,Private room in rental unit,Private room,2,1,1 shared bath,1,2,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Hangers"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Mini fridge"", ""Body soap"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Clothing storage"", ""Room-darkening shades"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel""]",$77.00,29,365,,t,6,5,5,5,4.83,5,4.67,4.83,,f,97,26,71,0.42
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station, which will take you to downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38043981,-71.11904401,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Hangers"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Mini fridge"", ""Body soap"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Room-darkening shades"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel""]",$84.00,29,365,,t,28,4.82,4.85,4.7,4.93,4.96,4.96,4.67,,f,97,26,71,1.36
1.02E+18,28/09/2025,"Discover the best of Cambridge, with this two bedroom apartment in Central Square with views over the city. It’ll be easy to simply show up and start living in this  furnished apartment with its fully equipped kitchen,  living room, and our dedicated, on-the-ground support. (ID #BOS951)","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District.",107434423,16/12/2016,within an hour,100%,96%,f,The Port,42.3638033,-71.0997926,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""High chair"", ""TV"", ""Air conditioning"", ""Hangers"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Oven"", ""Paid parking off premises"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Gym"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",,32,1125,,t,0,,,,,,,,,f,169,169,0,
1.02E+18,28/09/2025,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Havard Law School, you can walk to subway Red Line Havard University train station, which will take you to downtown Boston and beyond.",,373675137,28/10/2020,within an hour,100%,93%,f,Agassiz,42.38045647,-71.11775889,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""Conditioner"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Clothing storage"", ""Central heating"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel""]",$77.00,29,365,,t,7,4.86,4.86,4.86,4.86,5,5,4.86,,f,97,26,71,0.32
1.03E+18,28/09/2025,"Our 2 Bedroom 2 full bathroom Luxurious apartment is located in Central Square, one of the most exciting places to live, work, shop & play in the Boston/Cambridge area. At this community, there is an array of amenities such as a mezzanine terrace with a garden, fitness center, business center and more. <br /><br />**Ask us about our unbeatable monthly rates!**",,463475392,09/06/2022,within an hour,100%,99%,t,The Port,42.36384,-71.10046,Entire rental unit,Entire home/apt,5,2,2 baths,2,7,"[""Lux conditioner"", ""Coffee"", ""Outdoor kitchen with sink, oven"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Hot water kettle"", ""Outdoor playground"", ""Paid parking garage on premises \u2013 1 space"", ""Changing table - available upon request"", ""Dishes and silverware"", ""Indoor fireplace: electric"", ""Smart lock"", ""Baby bath - available upon request"", ""Sound system"", ""Free street parking"", ""Barbecue utensils"", ""Freezer"", ""Pets allowed"", ""First aid kit"", ""Breakfast"", ""Essentials"", ""Wine glasses"", ""Cooking basics"", ""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing"", ""Long term stays allowed"", ""Bidet"", ""Self check-in"", ""Bosch stainless steel single oven"", ""Bosch stainless steel electric stove"", ""Central heating"", ""Pool table"", ""Central air conditioning"", ""Bathtub"", ""Cleaning available during stay"", ""Baby monitor - available upon request"", ""TV"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Wifi"", ""Mini fridge"", ""Paid parking lot off premises"", ""Elevator"", ""Children's playroom"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Iron"", ""Ethernet connection"", ""Free parking garage on premises"", ""Rice maker"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Dishwasher"", ""Smoke alarm"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Lux body soap"", ""Lux shampoo"", ""High chair"", ""Window guards"", ""Outdoor dining area"", ""Hangers"", ""Books and reading material"", ""Fire extinguisher"", ""Trash compactor"", ""Shared gym in building"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Babysitter recommendations"", ""Baking sheet"", ""Refrigerator"", ""Kitchen"", ""EV charger"", ""Free washer \u2013 In unit"", ""Board games"", ""Crib - always at the listing"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Fire pit""]",$507.00,2,90,,t,23,4.78,4.48,4.78,4.65,4.65,4.91,4.61,,t,33,33,0,1.05
1.03E+18,28/09/2025,"Enjoy easy access to popular shops and restaurants from this charming place to stay.<br />Located just a block away from the Galleria Mall, as well as 2 blocks away from the famous TD Garden and North Station, there is also public transportation right outside the property making it easy to get around!<br /><br />You will have the entire unit for yourself during the stay, the unit also comes with a full size air mattress for extra guest.<br />High Speed internet for those who need to get work done from home!",,395014290,31/03/2021,a few days or more,0%,0%,f,East Cambridge,42.37108,-71.07268,Private room in bed and breakfast,Private room,2,1,1 private bath,1,1,"[""Cleaning available during stay"", ""Washer"", ""TV"", ""Dove body soap"", ""Air conditioning"", ""Stainless steel double oven"", ""Paid parking on premises"", ""Head and shoulder  shampoo"", ""River view"", ""Hangers"", ""First aid kit"", ""Breakfast"", ""City skyline view"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Clothing storage: closet and dresser"", ""Head&Shoulder conditioner"", ""Dishes and silverware"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Park view"", ""Bed linens"", ""Hot water"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Toaster"", ""Dishwasher"", ""Room-darkening shades"", ""Central heating"", ""Freezer"", ""Stove"", ""Smoke alarm"", ""Lock on bedroom door"", ""Free parking on premises"", ""Cleaning products"", ""Shower gel"", ""Free dryer \u2013 In unit""]",$200.00,1,365,,t,1,5,5,5,5,5,5,5,,f,1,0,1,0.05
1.03E+18,28/09/2025,"Experience your next high rise apartment retreat in Kendall Square, where sleek interiors harmonize with panoramic city skyline views through large windows. Immerse yourself in a fully equipped kitchen and queen sized bedrooms. Explore the building's shared gym, outdoor garden and business center. Enjoy proximity to innovation hubs such as Harvard Square and Cambridge Innovation Center, creating a vibrant/comfortable retreat.<br /><br />✔ Shared Gym<br />✔ City Skyline <br />✔ Work Station<br />✔ Sleek Stylish Design","Overview<br /><br />Discover the heart of innovation at this beautiful apartment, nestled in the vibrant Kendall Square. This address places you in the dynamic center of Cambridge, within a thriving innovation district known for its fusion of creativity and resourcefulness. Immerse yourself in a community where everything is conveniently within reach – from grocery stores and a gym to a business center and an array of restaurants, all housed in the same building. Venture beyond, and you'll find that Kendall/MIT, Harvard Square, Downtown Boston, Back Bay, Beacon Hill, Seaport District, Logan International Airport, and major medical centers are all a mere 10-15 minutes away by foot or quick transit.<br /><br /><br />Top 5 Attractions Nearby (by car in minutes):<br /><br />MIT Museum - 5 minutes<br />Harvard University - 5 minutes<br />Boston Common - 13 minutes<br />Fenway Park - 13 minutes<br />Museum of Science - 14 minutes<br /><br />Top 3 Restaurants Nearby (by car in minutes):<br />",463475392,09/06/2022,within an hour,100%,99%,t,Area 2/MIT,42.36157303,-71.08590412,Entire rental unit,Entire home/apt,7,2,2 baths,2,4,"[""Conditioner"", ""Coffee"", ""Shared BBQ grill: electric"", ""Outdoor kitchen with sink, oven"", ""Coffee maker: Keurig coffee machine"", ""Laundromat nearby"", ""Dining table"", ""Hot water kettle"", ""Outdoor playground"", ""Paid parking garage on premises \u2013 1 space"", ""Dishes and silverware"", ""Indoor fireplace: electric"", ""Smart lock"", ""Baby bath - available upon request"", ""Shared hot tub - available seasonally, open specific hours"", ""Blender"", ""Free street parking"", ""Barbecue utensils"", ""Freezer"", ""Changing table"", ""Pets allowed"", ""First aid kit"", ""Bikes"", ""Breakfast"", ""60 inch HDTV with Netflix, Roku"", ""Essentials"", ""Wine glasses"", ""Cooking basics"", ""Bed linens"", ""Hot water"", ""Shared outdoor pool - available seasonally, open specific hours, heated"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing"", ""Shared backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Bidet"", ""Safe"", ""Self check-in"", ""Children\u2019s books and toys"", ""Bosch stainless steel single oven"", ""Bosch stainless steel electric stove"", ""Central heating"", ""Central air conditioning"", ""Bathtub"", ""Cleaning available during stay"", ""Baby monitor - available upon request"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Wifi"", ""Mini fridge"", ""Elevator"", ""Children's playroom"", ""Carbon monoxide alarm"", ""Bosch refrigerator"", ""Hair dryer"", ""Iron"", ""Rice maker"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Toaster"", ""Dishwasher"", ""Smoke alarm"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Lux body soap"", ""Lux shampoo"", ""Outdoor dining area"", ""Hangers"", ""Books and reading material"", ""Fire extinguisher"", ""Private patio or balcony"", ""Trash compactor"", ""Standalone high chair - available upon request"", ""Shared gym in building"", ""Microwave"", ""Babysitter recommendations"", ""Paid parking garage off premises"", ""Waterfront"", ""Kitchen"", ""Free parking garage on premises \u2013 1 space"", ""EV charger"", ""Free washer \u2013 In unit"", ""Board games"", ""Game console"", ""Crib - always at the listing"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Free dryer \u2013 In unit""]",$724.00,5,365,,t,6,4.83,4.67,5,4.67,4.83,5,4.67,,t,33,33,0,0.38
1.03E+18,28/09/2025,"**Ask About Monthly Rates!**<br /><br />Indulge in your next luxury apartment in Cambridge Crossing. The panoramic city skyline views from the open layout kitchen, dining, and living areas create a captivating atmosphere. Sink into comfort in king and queen sized bedrooms, both with en-suite bathrooms to add a touch of convenience. Building facilities, including a shared pool, rooftop oasis, gym, pool tables, fire pit. <br /><br />Gateway to the best of Boston/Cambridge!<br /><br />✔ City Skyline Views<br />✔ King Bed<br />✔ Gym","**Overview**<br /><br />Nestled in the vibrant Watermark Kendall West, this apartment offers an unparalleled experience in one of the most dynamic areas of Boston/Cambridge. This location is not merely a place to stay; it's a gateway to a lifestyle where living, working, shopping, and playing seamlessly converge. The community boasts an impressive range of amenities, including a mezzanine terrace adorned with a lush garden, a well-equipped fitness center, a convenient business center, and much more.<br /><br />Situated within a 10-15 minute drive, you'll find yourself in the heart of various key destinations, including Kendall/MIT, Harvard Square, Downtown Boston, Back Bay, Beacon Hill, Seaport District, Logan International Airport, Longwood Medical Center & MGH, and Boston Medical Center/Tufts Medical Center.<br /><br />Top 5 attractions nearby and their approximate distances by car:<br /><br />✔ Kendall Square/MIT (5 minutes)<br />✔ Harvard Square (14 minutes)<br />✔ Downtown Boston ",463475392,09/06/2022,within an hour,100%,99%,t,East Cambridge,42.36979845,-71.07329729,Entire rental unit,Entire home/apt,7,2,2 baths,2,5,"[""Baby monitor"", ""Pets allowed"", ""High chair"", ""TV"", ""Outdoor dining area"", ""First aid kit"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Wifi"", ""Fire extinguisher"", ""Keypad"", ""Shared gym in building"", ""Dishes and silverware"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Fire pit"", ""Carbon monoxide alarm"", ""Indoor fireplace: electric"", ""Lake access"", ""Iron"", ""Hair dryer"", ""Free parking garage on premises"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor shower"", ""Dedicated workspace"", ""Refrigerator"", ""Ping pong table"", ""Kitchen"", ""Outdoor kitchen"", ""Self check-in"", ""EV charger"", ""Baby bath"", ""Children\u2019s books and toys"", ""Arcade games"", ""Free washer \u2013 In unit"", ""Shared outdoor pool - available seasonally, open 24 hours, heated"", ""Board games"", ""Exercise equipment"", ""Game console"", ""Crib"", ""Mini golf"", ""Smoke alarm"", ""Shared hot tub"", ""Pool table"", ""Central air conditioning"", ""Changing table"", ""Heating""]",$707.00,5,180,,t,25,4.68,4.68,5,4.8,4.68,4.92,4.56,,t,33,33,0,1.23
1.03E+18,28/09/2025,"Updated 2 bed, 2 bath unit on a quiet street near transit, shopping, and MIT, Harvard, and MGH. The perfect location near the world's most coveted institutions.<br /><br />This apartment is near:<br />*MIT, Harvard, & Charles River<br />*Kendall Square biotech, mall, and shops<br />*Red & Green Line Subway stops<br />*Parks<br />*Large Grocery Store<br /><br />This apartment has:<br />*Queen beds<br />*Individual Workspaces<br />*High speed wifi<br />*TV in each bedroom<br />*In Unit Laundry<br /><br />ID required after booking","Quiet, walkable neighborhood. You'll be near MIT, Kendall Square, and the biotech center.<br /><br />There are many shops and eateries in all directions, including at the mall a few blocks away. And within walking distance to the Charles River and its walking and biking paths.<br /><br />There are several parks in the neighborhood too.",43450256,05/09/2015,within an hour,90%,58%,f,East Cambridge,42.37201,-71.08372,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""TV"", ""Hangers"", ""Essentials"", ""Wifi"", ""Window AC unit"", ""Dining table"", ""Oven"", ""Keypad"", ""Hot water kettle"", ""Dishes and silverware"", ""Wine glasses"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Self check-in"", ""Toaster"", ""Free washer \u2013 In unit"", ""Clothing storage"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Private entrance"", ""Heating""]",$228.00,30,365,,t,3,5,4.67,5,5,4.67,5,4.67,,f,83,39,44,0.15
1.03E+18,28/09/2025,"You're renting the bedroom pictured with a queen bed. You have a private, attached bathroom to your bedroom. Other guests won't have access to it. The kitchen will be shared. Bedroom door has a lock. The perfect location near one of the world's most coveted institutions.<br /><br />This apartment is near:<br />*MIT & Kendall Sq<br />*Red & Green Line T stops<br />*Grocery store<br /><br />This apartment has:<br />*Queen bed<br />*Workspace<br />*Private Bathroom<br />*In Unit Laundry<br />*Private TV<br />*Bedroom Door Locks<br /><br />ID required after booking","Quiet, walkable neighborhood. You'll be near MIT, Kendall Square, and the biotech center.<br /><br />There are many shops and eateries in all directions, including at the mall a few blocks away. And within walking distance to the Charles River and its walking and biking paths.<br /><br />There are several parks in the neighborhood too.",43450256,05/09/2015,within an hour,90%,58%,f,East Cambridge,42.37331,-71.08195,Private room in rental unit,Private room,2,1,1 private bath,1,1,"[""TV"", ""Hangers"", ""Essentials"", ""Wifi"", ""Window AC unit"", ""Dining table"", ""Oven"", ""Keypad"", ""Hot water kettle"", ""Dishes and silverware"", ""Wine glasses"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Baking sheet"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Self check-in"", ""Toaster"", ""Free washer \u2013 In unit"", ""Clothing storage"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Cleaning products"", ""Shower gel"", ""Free dryer \u2013 In unit"", ""Heating""]",$114.00,30,365,,t,1,5,5,5,4,5,5,4,,f,83,39,44,0.07
1.03E+18,28/09/2025,"It’s in the middle of MIT and Harvard , 13min far away subway station by walking , quiet , clean, peaceful place ! 10 min far away by walking distance from union square station (green line )",One of the safest place around Boston .,201911026,12/07/2018,within an hour,99%,99%,f,Wellington-Harrington,42.37229,-71.09704,Private room in home,Private room,2,1.5,1.5 shared baths,1,1,"[""Clothing storage: closet"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Keypad"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Self check-in"", ""Toaster"", ""Exterior security cameras on property"", ""Pantene  conditioner"", ""Pantene  body soap"", ""Freezer"", ""Smoke alarm"", ""Cleaning products"", ""Shower gel"", ""Heating""]",$89.00,1,365,,t,90,4.63,4.78,4.64,4.84,4.81,4.76,4.52,,t,5,0,5,4.13
